category.name,category.desc,project.name,project.link,link.git,project.desc
Concurrency,Concurrency and Multithreading,RaftLib,http://raftlib.io/,false,"The RaftLib C++ library, streaming/dataflow concurrency via C++ iostream-like operators"
Concurrency,Concurrency and Multithreading,readerwriterqueue,https://github.com/cameron314/readerwriterqueue,true,"A fast single-producer, single-consumer lock-free queue for C++."
Concurrency,Concurrency and Multithreading,stdgpu,https://github.com/stotko/stdgpu,true,Efficient STL-like Data Structures on the GPU.
Concurrency,Concurrency and Multithreading,Thrust,http://thrust.github.io/,false,A parallel algorithms library which resembles the C++ Standard Template Library
Concurrency,Concurrency and Multithreading,transwarp,https://github.com/bloomen/transwarp,true,A header-only C++ library for task concurrency.
Concurrency,Concurrency and Multithreading,VexCL,https://github.com/ddemidov/vexcl,true,A C++ vector expression template library for OpenCL/CUDA.
Configuration,Concurrency and Multithreading,inih,https://github.com/benhoyt/inih,true,"Simple .INI file parser in C, good for embedded systems."
Configuration,Concurrency and Multithreading,inih,https://github.com/jtilly/inih,true,Single header only C++ version of
Configuration,Concurrency and Multithreading,iniparser,https://github.com/ndevilla/iniparser,true,INI file parser.
Configuration,Concurrency and Multithreading,libconfig,https://github.com/hyperrealm/libconfig,true,"C, C++ library for processing structured configuration files."
Configuration,Concurrency and Multithreading,libconfuse,https://github.com/martinh/libconfuse,true,Small configuration file parser library for C.
Configuration,Concurrency and Multithreading,simpleini,https://github.com/brofield/simpleini,true,Cross-platform C++ library providing a simple API to read and write INI-style configuration files.
Configuration,Concurrency and Multithreading,toml++,https://github.com/marzer/tomlplusplus,true,Header-only TOML parser and serializer for C++17 and later.
Containers,Concurrency and Multithreading,C++ B-tree,https://code.google.com/p/cpp-btree/,false,A template library that implements ordered in-memory containers based on a B-tree data structure.
Containers,Concurrency and Multithreading,Colony,https://github.com/mattreecebentley/plf_colony,true,"An unordered ""bag""-type container which outperforms std containers in high-modification scenarios while maintaining permanent pointers to non-erased elements regardless of insertion/erasure."
Containers,Concurrency and Multithreading,dynamic_bitset,https://github.com/pinam45/dynamic_bitset,true,A C++17 header-only dynamic bitset.
Containers,Concurrency and Multithreading,Forest,https://github.com/xorz57/forest,true,"Template library implementing an AVL, a Binary Search, a KD and a Quad Tree."
Containers,Concurrency and Multithreading,Hashmaps,https://github.com/goossaert/hashmap,true,Implementation of open addressing hash table algorithms in C++.
Containers,Concurrency and Multithreading,Hopscotch map,https://github.com/Tessil/hopscotch-map,true,A fast header-only hash map which uses hopscotch hashing for collisions resolution.
Containers,Concurrency and Multithreading,LSHBOX,https://github.com/RSIA-LIESMARS-WHU/LSHBOX,true,A c++ toolbox of locality-sensitive hashing
Containers,Concurrency and Multithreading,PGM-index,https://github.com/gvinciguerra/PGM-index,true,"A data structure that enables fast lookup, predecessor, range searches and updates in arrays of billions of items using orders of magnitude less space than traditional indexes."
Containers,Concurrency and Multithreading,plf::list,https://github.com/mattreecebentley/plf_list,true,"A std::list implementation which removes range splicing in order to enable cache-friendlier structure, yielding significant performance gains."
Containers,Concurrency and Multithreading,plf::stack,https://github.com/mattreecebentley/plf_stack,true,"A replacement container for the std::stack container adaptor, with better performance than any std container in a stack context."
Containers,Concurrency and Multithreading,ring_span lite,https://github.com/martinmoene/ring-span-lite,true,A simplified implementation of Arthur O'Dwyer's ring_span implementation ie. a circular buffer view.
Containers,Concurrency and Multithreading,robin-hood-hashing,https://github.com/martinus/robin-hood-hashing,true,Fast & memory efficient hashtable based on robin hood hashing for C++14.
Containers,Concurrency and Multithreading,robin-map,https://github.com/Tessil/robin-map,true,Fast hash map and hash set using robin hood hashing.
Containers,Concurrency and Multithreading,sparsepp,https://github.com/greg7mdp/sparsepp,true,"A fast, memory efficient hash map for C++."
Cryptography,Cryptography and Encryption Libraries,Bcrypt,http://bcrypt.sourceforge.net/,false,A cross platform file encryption utility. Encrypted files are portable across all supported operating systems and processors.
Cryptography,Cryptography and Encryption Libraries,BeeCrypt,http://beecrypt.sourceforge.net/,false,A portable and fast cryptography library.
Cryptography,Cryptography and Encryption Libraries,Botan,http://botan.randombit.net/,false,A crypto library for C++.
Cryptography,Cryptography and Encryption Libraries,Crypto++,https://github.com/weidai11/cryptopp,true,A free C++ class library of cryptographic schemes.
Cryptography,Cryptography and Encryption Libraries,digestpp,https://github.com/kerukuro/digestpp,true,C++11 header-only message digest
Cryptography,Cryptography and Encryption Libraries,GnuPG,https://www.gnupg.org/,false,A complete and free implementation of the OpenPGP standard.
Cryptography,Cryptography and Encryption Libraries,GnuTLS,http://www.gnutls.org/,false,"A secure communications library implementing the SSL, TLS and DTLS protocols."
Cryptography,Cryptography and Encryption Libraries,Libgcrypt,http://www.gnu.org/software/libgcrypt/,false,A general purpose cryptographic library originally based on code from GnuPG.
Cryptography,Cryptography and Encryption Libraries,LibreSSL,http://www.libressl.org/,false,A free version of the SSL/TLS protocol forked from OpenSSL in 2014.
Cryptography,Cryptography and Encryption Libraries,libsodium,https://github.com/jedisct1/libsodium,true,P
Cryptography,Cryptography and Encryption Libraries,libhydrogen,https://github.com/jedisct1/libhydrogen,true,"A lightweight, secure, easy-to-use crypto library suitable for constrained environments."
Cryptography,Cryptography and Encryption Libraries,LibTomCrypt,https://github.com/libtom/libtomcrypt,true,"A fairly comprehensive, modular and portable cryptographic toolkit."
Cryptography,Cryptography and Encryption Libraries,mbedTLS,https://github.com/ARMmbed/mbedtls,true,"An open source, portable, easy to use, readable and flexible SSL library, previously known as PolarSSL."
Cryptography,Cryptography and Encryption Libraries,Nettle,http://www.lysator.liu.se/~nisse/nettle/,false,A low-level cryptographic library.
Cryptography,Cryptography and Encryption Libraries,OpenSSL,https://github.com/openssl/openssl,true,"A robust, commercial-grade, full-featured, and Open Source cryptography library."
Cryptography,Cryptography and Encryption Libraries,retter,https://github.com/MaciejCzyzewski/retter,true,"A collection of hash functions, ciphers, tools, libraries, and materials related to cryptography."
Cryptography,Cryptography and Encryption Libraries,s2n,https://github.com/awslabs/s2n,true,An implementation of the TLS/SSL protocols.
Cryptography,Cryptography and Encryption Libraries,sha1collisiondetection,https://github.com/cr-marcstevens/sha1collisiondetection,true,Library and command line tool to detect SHA-1 collision in a file.
Cryptography,Cryptography and Encryption Libraries,Tink,https://github.com/google/tink,true,"A multi-language, cross-platform library that provides cryptographic APIs that are secure, easy to use correctly, and hard"
Cryptography,Cryptography and Encryption Libraries,Tiny AES in C,https://github.com/kokke/tiny-AES-c,true,Small portable AES128/192/256 in C.
Cryptography,Cryptography and Encryption Libraries,Themis,https://github.com/cossacklabs/themis,true,"crypto library for painless data security, providing symmetric and asymmetric encryption, secure sockets with forward secrecy, for mobile and server platforms."
CSV,Cryptography and Encryption Libraries,csv2,https://github.com/p-ranav/csv2,true,Fast CSV parser for modern C++.
CSV,Cryptography and Encryption Libraries,Fast C++ CSV Parser,https://github.com/ben-strasser/fast-cpp-csv-parser,true,"Small, easy-to-use and fast header-only library for reading CSV files."
CSV,Cryptography and Encryption Libraries,Vince's CSV Parser,https://github.com/vincentlaucsb/csv-parser,true,"A fast, self-contained, streaming C++17 CSV parser with optional type-casting and statistics."
Database,Cryptography and Encryption Libraries,hiberlite,https://github.com/paulftw/hiberlite,true,C++ Object-relational mapping for sqlite3.
Database,Cryptography and Encryption Libraries,Hiredis,https://github.com/redis/hiredis,true,A minimalistic C client library for the Redis database.
Database,Cryptography and Encryption Libraries,LevelDB,https://github.com/google/leveldb,true,A fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.
Database,Cryptography and Encryption Libraries,LMDB,http://symas.com/mdb/,false,Very fast embedded key/value store with full ACID semantics.
Database,Cryptography and Encryption Libraries,LMDB++,https://github.com/bendiken/lmdbxx,true,C++11 wrapper for the LMDB embedded database library.
Database,Cryptography and Encryption Libraries,MongoDB C Driver,https://github.com/mongodb/mongo-c-driver,true,MongoDB client library for C.
Database,Cryptography and Encryption Libraries,MongoDB C++ Driver,https://github.com/mongodb/mongo-cxx-driver,true,C++ driver for MongoDB.
Database,Cryptography and Encryption Libraries,MongoDB Libbson,https://github.com/mongodb/libbson,true,A BSON utility library.
Database,Cryptography and Encryption Libraries,MySQL++,http://www.tangentsoft.net/mysql++/,false,A C++ wrapper for MySQL's C API.
Database,Cryptography and Encryption Libraries,nanodbc,https://github.com/nanodbc/nanodbc,true,A small C++ wrapper for the native C ODBC API.
Database,Cryptography and Encryption Libraries,ODB,https://www.codesynthesis.com/products/odb/,false,"An open-source, cross-platform, and cross-database object-relational mapping"
Database,Cryptography and Encryption Libraries,redis3m,https://github.com/luca3m/redis3m,true,"Wrapper of hiredis with clean C++ interface, supporting sentinel and ready to use patterns."
Database,Cryptography and Encryption Libraries,RocksDB,https://github.com/facebook/rocksdb,true,Embedded key-value store for fast storage from facebook.
Database,Cryptography and Encryption Libraries,SimDB,https://github.com/LiveAsynchronousVisualizedArchitecture/simdb,true,"High performance, shared memory, lock free, cross platform, single file, minimal dependencies, C++11 key-value store"
Database,Cryptography and Encryption Libraries,SOCI,https://github.com/SOCI/soci,true,A database abstraction layer for C++.
Database,Cryptography and Encryption Libraries,SQLite,http://www.sqlite.org/,false,"A completely embedded, full-featured relational database in a few 100k that you can include right into your project."
Database,Cryptography and Encryption Libraries,SQLiteC++,https://github.com/SRombauts/SQLiteCpp,true,SQLiteC++
Database,Cryptography and Encryption Libraries,sqlite_modern_cpp,https://github.com/SqliteModernCpp/sqlite_modern_cpp,true,Header only C++14 wrapper around sqlite library.
Database,Cryptography and Encryption Libraries,sqlite_orm,https://github.com/fnc12/sqlite_orm,true,SQLite ORM light header only library for modern C++.
Database,Cryptography and Encryption Libraries,sqlpp11,https://github.com/rbock/sqlpp11,true,A type safe embedded domain specific language for SQL queries and results in C++.
Database,Cryptography and Encryption Libraries,TileDB,https://github.com/TileDB-Inc/TileDB,true,Fast Dense and Sparse Multidimensional Array DBMS.
Database,Cryptography and Encryption Libraries,UnQLite,https://github.com/symisc/unqlite,true,"A self-contained, serverless, zero-configuration, transactional NoSQL engine."
Database,Cryptography and Encryption Libraries,upscaledb,https://upscaledb.com,false,"An embedded ""typed"" key/value store with a built-in query interface."
Debug,Cryptography and Encryption Libraries,backward-cpp,https://github.com/bombela/backward-cpp,true,A beautiful stack trace pretty printer for C++.
Debug,Cryptography and Encryption Libraries,benchmark,https://github.com/google/benchmark,true,Google provided small microbenchmark support library.
Debug,Cryptography and Encryption Libraries,Boost.Test,http://www.boost.org/doc/libs/master/libs/test/doc/html/index.html,false,Boost Test Library.
Debug,Cryptography and Encryption Libraries,check,https://github.com/libcheck/check,true,Check is a unit testing framework for C.
Debug,Cryptography and Encryption Libraries,doctest,https://github.com/onqtam/doctest,true,The lightest feature rich C++ single header testing framework.
Debug,Cryptography and Encryption Libraries,Catch,https://github.com/philsquared/Catch,true,"A modern, C++-native, header-only, framework for unit-tests, TDD and BDD."
Debug,Cryptography and Encryption Libraries,Catch2,https://github.com/catchorg/Catch2,true,"A modern, C++-native, header-only, test framework for unit-tests, TDD and BDD."
Debug,Cryptography and Encryption Libraries,Celero,https://github.com/DigitalInBlue/Celero,true,C++ Benchmarking Framework.
Debug,Cryptography and Encryption Libraries,CppUTest,https://github.com/cpputest/cpputest,true,Unit testing and mocking framework for C/C++.
Debug,Cryptography and Encryption Libraries,CUTE,http://cute-test.com,false,C++ Unit Testing Easier.
Debug,Cryptography and Encryption Libraries,CMocka,https://cmocka.org/,false,unit testing framework for C with support for mock objects.
Debug,Cryptography and Encryption Libraries,CppUnit,http://www.freedesktop.org/wiki/Software/cppunit/,false,C++ port of JUnit.
Debug,Cryptography and Encryption Libraries,CTest,https://cmake.org/cmake/help/v2.8.8/ctest.html,false,The CMake test driver program.
Debug,Cryptography and Encryption Libraries,dbg-macro,https://github.com/sharkdp/dbg-macro,true,A dbg
Debug,Cryptography and Encryption Libraries,fff,https://github.com/meekrosoft/fff,true,A micro-framework for creating fake C functions.
Debug,Cryptography and Encryption Libraries,Google Test,https://github.com/google/googletest,true,Google C++ Testing Framework.
Debug,Cryptography and Encryption Libraries,ig-debugheap,https://github.com/deplinenoise/ig-debugheap,true,Multiplatform debug heap useful for tracking down memory errors.
Debug,Cryptography and Encryption Libraries,libtap,https://github.com/zorgnax/libtap,true,Write tests in C.
Debug,Cryptography and Encryption Libraries,MemTrack,http://www.almostinfinite.com/memtrack.html,false,Tracking memory allocations in C++.
Debug,Cryptography and Encryption Libraries,microprofile,https://github.com/jonasmr/microprofile,true,Profiler with web-view for multiple platforms.
Debug,Cryptography and Encryption Libraries,MinUnit,https://github.com/siu/minunit,true,A minimal unit testing framework for C self-contained in a single header file.
Debug,Cryptography and Encryption Libraries,Mockator,http://www.mockator.com,false,Eclipse CDT plug-in for C++ Seams and Mock Objects.
Debug,Cryptography and Encryption Libraries,Nanotimer,https://github.com/mattreecebentley/plf_nanotimer,true,A simple low-overhead cross-platform timer class for benchmarking.
Debug,Cryptography and Encryption Libraries,Nonius,https://github.com/libnonius/nonius,true,A C++ micro-benchmarking framework.
Debug,Cryptography and Encryption Libraries,Remotery,https://github.com/Celtoys/Remotery,true,Single C File Profiler with Web Viewer.
Debug,Cryptography and Encryption Libraries,UnitTest++,https://github.com/unittest-cpp/unittest-cpp,true,A lightweight unit testing framework for C++.
Debug,Cryptography and Encryption Libraries,Unity,https://github.com/ThrowTheSwitch/Unity,true,Simple Unit Testing for C.
Debug,Cryptography and Encryption Libraries,utest.h,https://github.com/sheredom/utest.h,true,Single header unit testing framework for C and C++.
Debug,Cryptography and Encryption Libraries,μt,https://github.com/boost-experimental/ut,true,"C++20 single header/single module, macro-free μ"
Debug,Cryptography and Encryption Libraries,VLD,http://vld.codeplex.com/,false,"Visual Leak Detector. A free, robust, open-source memory leak detection system for Visual C++."
Font,Libraries for parsing and manipulating font files.,Fontconfig,https://gitlab.freedesktop.org/fontconfig/fontconfig,false,Font configuration and customization library.
Font,Libraries for parsing and manipulating font files.,FreeType,https://www.freetype.org/,false,FreeType is a freely available software library to render fonts.
Font,Libraries for parsing and manipulating font files.,otfcc,https://github.com/caryll/otfcc,true,A C library and utility used for parsing and writing OpenType font files.
Game Engine,Libraries for parsing and manipulating font files.,Acid,https://github.com/Equilibrium-Games/Acid,true,A high speed C++17 Vulkan game engine.
Game Engine,Libraries for parsing and manipulating font files.,Allegro,http://liballeg.org/,false,A cross-platform library mainly aimed for video games and multimedia programming.
Game Engine,Libraries for parsing and manipulating font files.,Cocos2d-x,http://www.cocos2d-x.org/,false,"A multi-platform framework for building 2d games, interactive books, demos and other graphical applications."
Game Engine,Libraries for parsing and manipulating font files.,Corange,https://github.com/orangeduck/Corange,true,"A game engine written in pure C, SDL and OpenGL."
Game Engine,Libraries for parsing and manipulating font files.,crown,https://github.com/dbartolini/crown,true,"Crown is a general purpose data-driven game engine, written from scratch in orthodox C++ with a minimalistic and data-oriented design philosophy in mind."
Game Engine,Libraries for parsing and manipulating font files.,delta3d,http://sourceforge.net/projects/delta3d/,false,A robust simulation platform.
Game Engine,Libraries for parsing and manipulating font files.,EnTT,https://github.com/skypjack/entt,true,Gaming meets modern C++.
Game Engine,Libraries for parsing and manipulating font files.,GamePlay,https://github.com/gameplay3d/GamePlay,true,A cross-platform native C++ game framework for creating 2D/3D mobile and desktop games.
Game Engine,Libraries for parsing and manipulating font files.,Godot,https://github.com/godotengine/godot,true,"A fully featured, open source, MIT licensed, game engine."
Game Engine,Libraries for parsing and manipulating font files.,Grit,https://github.com/grit-engine/grit-engine,true,Community project to build a free game engine for implementing open world 3D games.
Game Engine,Libraries for parsing and manipulating font files.,Halley,https://github.com/amzeratul/halley,true,"A lightweight game engine written in C++14 with a ""true"" entity-component system."
Game Engine,Libraries for parsing and manipulating font files.,KlayGE,https://github.com/gongminmin/KlayGE,true,a cross-platform open source game engine with plugin-based architecture.
Game Engine,Libraries for parsing and manipulating font files.,OpenXRay,https://github.com/OpenXRay/xray-16,true,a community-modified X-Ray engine used in S.T.A.L.K.E.R. game series.
Game Engine,Libraries for parsing and manipulating font files.,Oxygine,http://oxygine.org/,false,A cross-platform 2D C++ game engine.
Game Engine,Libraries for parsing and manipulating font files.,Panda3D,https://github.com/panda3d/panda3d,true,"A game engine, a framework for 3D rendering and game development for Python and C++ programs."
Game Engine,Libraries for parsing and manipulating font files.,PixelGameEngine,https://github.com/OneLoneCoder/olcPixelGameEngine,true,"The official distribution of olcPixelGameEngine, a tool used in javidx9's YouTube videos and projects."
Game Engine,Libraries for parsing and manipulating font files.,Polycode,https://github.com/ivansafrin/Polycode,true,A cross-platform framework for creative code in C++
Game Engine,Libraries for parsing and manipulating font files.,raylib,https://github.com/raysan5/raylib,true,A simple and easy-to-use library to enjoy videogames programming.
Game Engine,Libraries for parsing and manipulating font files.,Spring,https://github.com/spring/spring,true,A powerful free cross-platform RTS game engine.
Game Engine,Libraries for parsing and manipulating font files.,Torque2D,https://github.com/GarageGames/Torque2D,true,An open-source and cross-platform C++ engine built for 2D game development.
Game Engine,Libraries for parsing and manipulating font files.,Torque3D,https://github.com/GarageGames/Torque3D,true,An open-source C++ engine built for 3D game development.
Game Engine,Libraries for parsing and manipulating font files.,toy engine,https://github.com/hugoam/toy,true,toy is a thin and modular c++ game engine and offers simple expressive c++ idioms to design full featured 2D or 3D games in fast iterations.
Game Engine,Libraries for parsing and manipulating font files.,Urho3D,https://urho3d.github.io/,false,"A free lightweight, cross-platform 2D and 3D game engine implemented in C++. Greatly inspired by OGRE and Horde3D."
GUI,Graphic User Interface,Boden,https://github.com/AshampooSystems/boden,true,"Native, mobile, cross-platform GUI Framework."
GUI,Graphic User Interface,CEGUI,http://cegui.org.uk/,false,"Flexible, cross-platform GUI library."
GUI,Graphic User Interface,Elements,https://github.com/cycfi/elements,true,"Lightweight, fine-grained, resolution independent, modular GUI library."
GUI,Graphic User Interface,FLTK,http://www.fltk.org/index.php,false,"Fast, light, cross-platform C++ GUI toolkit."
GUI,Graphic User Interface,GacUI,https://github.com/vczh-libraries/GacUI,true,"GPU Accelerated C++ User Interface, with WYSIWYG developing tools, XML supports, built-in data binding and MVVM features."
GUI,Graphic User Interface,GTK+,http://www.gtk.org/,false,A multi-platform toolkit for creating graphical user interfaces.
GUI,Graphic User Interface,gtkmm,http://www.gtkmm.org/en/,false,The official C++ interface for the popular GUI library GTK+.
GUI,Graphic User Interface,imgui,https://github.com/ocornut/imgui,true,Immediate Mode Graphical User Interface with minimal dependencies.
GUI,Graphic User Interface,implot,https://github.com/epezent/implot,true,Immediate Mode Plotting widgets for imgui.
GUI,Graphic User Interface,iup,https://www.tecgraf.puc-rio.br/iup,false,Multi-platform toolkit for building graphical user interfaces.
GUI,Graphic User Interface,libui,https://github.com/andlabs/libui,true,Simple and portable
GUI,Graphic User Interface,MyGUI,http://mygui.info/,false,"Fast, flexible and simple GUI."
GUI,Graphic User Interface,nana,http://nanapro.org/en-us/,false,Nana is a cross-platform library for GUI programming in modern C++ style.
GUI,Graphic User Interface,NanoGui,https://github.com/wjakob/nanogui,true,A minimalistic cross-platform widget library for OpenGL 3.x or higher.
GUI,Graphic User Interface,nuklear,https://github.com/Immediate-Mode-UI/Nuklear,true,A single-header ANSI C gui library.
GUI,Graphic User Interface,QCustomPlot,http://qcustomplot.com/,false,Qt plotting widget without further dependencies.
GUI,Graphic User Interface,Qwt,http://qwt.sourceforge.net/,false,Qt Widgets for Technical Applications.
GUI,Graphic User Interface,QwtPlot3D,http://qwtplot3d.sourceforge.net/,false,"A feature-rich Qt/OpenGL-based C++ programming library, providing essentially a bunch of 3D-widgets."
GUI,Graphic User Interface,RmlUi,https://github.com/mikke89/RmlUi,true,The HTML/CSS User Interface library evolved. Fork of libRocket.
GUI,Graphic User Interface,Sciter,http://sciter.com/,false,Sciter is an embeddable HTML/CSS/scripting engine aimed to be used as an UI layer of modern desktop applications.
GUI,Graphic User Interface,wxWidgets,http://wxwidgets.org/,false,"A C++ library that lets developers create applications for Windows, Mac OS X, Linux and other platforms with a single code base."
GUI,Graphic User Interface,Yue,https://github.com/yue/yue,true,A library for creating native cross-platform GUI apps.
Graphics,Graphic User Interface,assimp,https://github.com/assimp/assimp,true,Open Asset Import Library
Graphics,Graphic User Interface,bgfx,https://github.com/bkaradzic/bgfx,true,A cross-platform rendering library.
Graphics,Graphic User Interface,Blend2D,https://github.com/blend2d/blend2d,true,2D vector graphics engine powered by a JIT compiler.
Graphics,Graphic User Interface,bs::framework,https://github.com/GameFoundry/bsf,true,Modern C++14 library for the development of real-time graphical applications.
Graphics,Graphic User Interface,Cairo,http://www.cairographics.org/,false,A 2D graphics library with support for multiple output devices.
Graphics,Graphic User Interface,Diligent Engine,https://github.com/DiligentGraphics/DiligentEngine,true,A modern cross-platform low-level 3D graphics library.
Graphics,Graphic User Interface,DirectXTK,https://github.com/Microsoft/DirectXTK,true,A collection of helper classes for writing DirectX 11.x code in C++.
Graphics,Graphic User Interface,GLFW,https://github.com/glfw/glfw,true,"A simple, cross-platform OpenGL wrangling library."
